2022-03-01 10:45:50,958 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 0, loss: 149.98117065429688
2022-03-01 10:52:11,060 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 0, loss: 147.3025360107422
2022-03-01 10:52:11,615 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 1, loss: 144.41624450683594
2022-03-01 10:52:12,158 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 2, loss: 153.03480529785156
2022-03-01 10:52:12,698 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 3, loss: 147.8065643310547
2022-03-01 10:52:13,244 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 4, loss: 148.5087890625
2022-03-01 10:52:13,789 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 5, loss: 157.18434143066406
2022-03-01 10:52:14,332 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 6, loss: 147.27505493164062
2022-03-01 10:52:14,878 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 7, loss: 145.6419219970703
2022-03-01 10:52:15,422 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 8, loss: 149.69834899902344
2022-03-01 10:52:15,964 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 9, loss: 146.3850555419922
2022-03-01 10:52:16,507 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 10, loss: 149.28396606445312
2022-03-01 10:52:17,048 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 11, loss: 143.05081176757812
2022-03-01 10:52:17,592 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 12, loss: 153.57728576660156
2022-03-01 10:52:18,136 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 13, loss: 147.8381805419922
2022-03-01 10:52:18,679 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 14, loss: 149.20156860351562
2022-03-01 10:52:19,222 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 15, loss: 146.0838165283203
2022-03-01 10:52:19,764 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 16, loss: 146.6798095703125
2022-03-01 10:52:20,309 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 17, loss: 147.15884399414062
2022-03-01 10:52:20,856 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 18, loss: 144.97842407226562
2022-03-01 10:52:21,395 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 19, loss: 141.5521697998047
2022-03-01 10:52:21,937 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 20, loss: 144.27769470214844
2022-03-01 10:52:22,508 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 21, loss: 143.7402801513672
2022-03-01 10:52:23,073 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 22, loss: 141.19857788085938
2022-03-01 10:52:23,619 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 23, loss: 139.25711059570312
2022-03-01 10:52:24,160 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 24, loss: 136.14512634277344
2022-03-01 10:52:24,708 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 25, loss: 138.57095336914062
2022-03-01 10:52:25,258 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 26, loss: 138.463134765625
2022-03-01 10:52:25,803 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 27, loss: 131.05455017089844
2022-03-01 10:52:26,348 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 28, loss: 136.61526489257812
2022-03-01 10:52:26,894 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 29, loss: 129.19241333007812
2022-03-01 10:52:27,452 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 30, loss: 126.24166107177734
2022-03-01 10:52:28,030 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 31, loss: 133.25857543945312
2022-03-01 10:52:28,576 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 32, loss: 125.99645233154297
2022-03-01 10:52:31,115 - my_py_toolkit.log.logger - INFO - epoch: 0, 0 Folder, Step: 33, loss: 124.7396011352539
